CollectionID,LoanID,CollectionDate,CollectionMethod,CollectionResult
COL006099,LOAN003674,2020-05-14,Phone,Success
COL006100,LOAN004940,2025-09-11,SMS,Success
COL006101,LOAN001270,2019-07-26,Phone,Success
COL006102,LOAN000631,2023-11-24,Phone,Success
COL006103,LOAN000027,2024-07-04,Phone,Success
COL006104,LOAN008717,2022-05-15,SMS,Success
COL006105,LOAN007149,2019-12-25,SMS,Success
COL006106,LOAN004037,2024-08-12,Phone,Failure
COL006107,LOAN003000,2020-12-14,Phone,Failure
COL006108,LOAN009849,2021-06-18,SMS,Failure
COL006109,LOAN009203,2023-12-15,SMS,Success
COL006110,LOAN009728,2021-01-07,Phone,Success
COL006111,LOAN009775,2022-11-17,SMS,Success
COL006112,LOAN005915,2024-03-16,SMS,Success
COL006113,LOAN007224,2022-07-06,Phone,Success
COL006114,LOAN005410,2023-03-18,Phone,Success
COL006115,LOAN000884,2023-03-05,In-person,Failure
COL006116,LOAN003539,2024-02-27,SMS,Success
COL006117,LOAN005103,2025-09-28,SMS,Failure
COL006118,LOAN001120,2019-09-06,SMS,Failure
COL006119,LOAN003986,2022-08-03,SMS,Failure
COL006120,LOAN005733,2025-08-18,Phone,Success
COL006121,LOAN007765,2019-04-06,Phone,Failure
COL006122,LOAN009162,2021-05-12,SMS,Success
COL006123,LOAN001187,2022-02-19,In-person,Success
COL006124,LOAN003531,2021-01-15,Phone,Success
COL006125,LOAN004612,2022-02-14,In-person,Failure
COL006126,LOAN006068,2019-11-25,SMS,Success
COL006127,LOAN003745,2020-11-17,Phone,Success
COL006128,LOAN006732,2026-08-28,Phone,Success
COL006129,LOAN004360,2021-12-03,SMS,Failure
COL006130,LOAN009364,2024-06-11,In-person,Success
COL006131,LOAN009961,2026-04-05,SMS,Success
COL006132,LOAN002708,2022-03-05,SMS,Success
COL006133,LOAN000427,2022-03-03,Phone,Failure
COL006134,LOAN000722,2022-04-08,SMS,Failure
COL006135,LOAN008024,2021-03-10,Phone,Success
COL006136,LOAN002216,2022-07-20,In-person,Success
COL006137,LOAN004872,2022-11-04,SMS,Success
COL006138,LOAN006487,2022-11-20,In-person,Failure
COL006139,LOAN004978,2020-05-09,SMS,Success
COL006140,LOAN005439,2024-04-23,Phone,Failure
COL006141,LOAN008577,2022-01-25,In-person,Success
COL006142,LOAN000440,2023-03-04,In-person,Success
COL006143,LOAN008708,2024-05-08,Phone,Success
COL006144,LOAN000865,2021-09-02,Phone,Failure
COL006145,LOAN009969,2020-08-21,In-person,Success
COL006146,LOAN002153,2023-03-03,In-person,Success
COL006147,LOAN009859,2022-12-21,Phone,Success
COL006148,LOAN006959,2024-08-15,Phone,Failure
COL006149,LOAN004810,2019-12-24,Phone,Failure
COL006150,LOAN000555,2024-04-29,Phone,Failure
COL006151,LOAN003649,2023-02-01,Phone,Failure
COL006152,LOAN006011,2025-02-16,SMS,Success
COL006153,LOAN009873,2024-11-16,SMS,Success
COL006154,LOAN003965,2025-03-31,In-person,Failure
COL006155,LOAN001891,2025-06-27,In-person,Success
COL006156,LOAN009634,2020-04-01,Phone,Success
COL006157,LOAN002454,2025-01-26,SMS,Success
COL006158,LOAN001696,2021-02-26,SMS,Success
COL006159,LOAN004972,2021-09-12,SMS,Success
COL006160,LOAN008264,2024-10-27,SMS,Success
COL006161,LOAN000043,2023-02-19,SMS,Failure
COL006162,LOAN004540,2023-06-11,SMS,Success
COL006163,LOAN009613,2023-07-30,Phone,Success
COL006164,LOAN003846,2019-06-11,Phone,Failure
COL006165,LOAN002780,2025-05-02,Phone,Failure
COL006166,LOAN005078,2020-12-17,Phone,Failure
COL006167,LOAN001408,2022-06-02,In-person,Success
COL006168,LOAN004550,2025-06-19,Phone,Failure
COL006169,LOAN001648,2023-04-30,Phone,Failure
COL006170,LOAN004726,2025-05-22,SMS,Failure
COL006171,LOAN002017,2025-01-30,In-person,Failure
COL006172,LOAN008256,2019-05-31,SMS,Success
COL006173,LOAN004189,2023-01-29,Phone,Failure
COL006174,LOAN006996,2021-11-23,SMS,Success
COL006175,LOAN007898,2029-01-13,In-person,Success
COL006176,LOAN003242,2024-12-11,Phone,Failure
COL006177,LOAN005391,2021-03-12,In-person,Failure
COL006178,LOAN008276,2020-10-27,In-person,Failure
COL006179,LOAN005082,2024-05-13,Phone,Success
COL006180,LOAN005582,2021-08-22,Phone,Success
COL006181,LOAN003737,2023-10-31,In-person,Success
COL006182,LOAN008075,2025-02-03,Phone,Failure
COL006183,LOAN005035,2020-06-12,Phone,Success
COL006184,LOAN007208,2019-03-06,In-person,Success
COL006185,LOAN009439,2022-01-14,Phone,Success
COL006186,LOAN000172,2022-01-27,Phone,Success
COL006187,LOAN008831,2025-11-02,SMS,Success
COL006188,LOAN005140,2023-08-30,In-person,Success
COL006189,LOAN002919,2022-01-25,In-person,Success
COL006190,LOAN004260,2023-11-15,In-person,Failure
COL006191,LOAN003046,2024-10-11,Phone,Failure
COL006192,LOAN002887,2023-08-23,In-person,Failure
COL006193,LOAN009487,2025-08-24,SMS,Failure
COL006194,LOAN007686,2023-10-03,In-person,Failure
COL006195,LOAN008402,2024-08-17,SMS,Success
COL006196,LOAN000988,2021-11-04,In-person,Success
COL006197,LOAN001240,2022-08-09,SMS,Success
COL006198,LOAN006984,2019-11-20,Phone,Success
COL006199,LOAN007292,2022-01-08,In-person,Failure
COL006200,LOAN000382,2021-10-13,SMS,Success
COL006201,LOAN003328,2023-02-01,In-person,Success
COL006202,LOAN001819,2020-10-30,In-person,Failure
COL006203,LOAN001147,2025-12-26,SMS,Success
COL006204,LOAN003753,2022-06-06,SMS,Success
COL006205,LOAN001270,2019-04-27,In-person,Success
COL006206,LOAN008541,2023-10-31,In-person,Failure
COL006207,LOAN002848,2020-11-01,Phone,Success
COL006208,LOAN004335,2022-01-22,SMS,Success
COL006209,LOAN002670,2023-09-05,Phone,Failure
COL006210,LOAN009772,2023-04-30,SMS,Failure
COL006211,LOAN002428,2024-04-17,SMS,Success
COL006212,LOAN005700,2020-10-23,In-person,Success
COL006213,LOAN005527,2024-01-21,SMS,Failure
COL006214,LOAN009291,2022-08-22,Phone,Success
COL006215,LOAN002134,2019-09-09,Phone,Success
COL006216,LOAN003424,2021-12-11,Phone,Success
COL006217,LOAN009541,2024-12-20,Phone,Success
COL006218,LOAN006577,2020-04-21,Phone,Success
COL006219,LOAN004122,2022-02-23,Phone,Success
COL006220,LOAN006978,2020-06-13,SMS,Success
COL006221,LOAN008875,2025-02-25,Phone,Success
COL006222,LOAN008974,2022-06-05,SMS,Success
COL006223,LOAN001267,2024-10-29,SMS,Success
COL006224,LOAN009688,2026-01-25,In-person,Failure
COL006225,LOAN006159,2025-01-21,SMS,Failure
COL006226,LOAN008897,2023-02-06,In-person,Success
COL006227,LOAN009200,2021-05-01,SMS,Success
COL006228,LOAN007444,2022-06-05,SMS,Success
COL006229,LOAN001147,2024-12-31,SMS,Failure
COL006230,LOAN003977,2025-07-10,In-person,Success
COL006231,LOAN002937,2022-07-28,SMS,Success
COL006232,LOAN008394,2019-11-07,Phone,Success
COL006233,LOAN008595,2020-10-04,In-person,Success
COL006234,LOAN000369,2021-10-28,In-person,Failure
COL006235,LOAN000589,2024-02-17,SMS,Success
COL006236,LOAN005156,2020-08-03,SMS,Failure
COL006237,LOAN001530,2021-03-13,Phone,Success
COL006238,LOAN003062,2025-09-06,Phone,Success
COL006239,LOAN005218,2023-03-21,SMS,Success
COL006240,LOAN009214,2019-05-26,In-person,Failure
COL006241,LOAN004941,2023-03-11,Phone,Success
COL006242,LOAN004969,2023-09-17,In-person,Failure
COL006243,LOAN000068,2021-01-21,Phone,Success
COL006244,LOAN002866,2023-06-08,Phone,Failure
COL006245,LOAN006364,2023-04-18,Phone,Success
COL006246,LOAN006678,2025-04-05,In-person,Failure
COL006247,LOAN008393,2020-06-10,Phone,Failure
COL006248,LOAN009161,2024-03-01,SMS,Success
COL006249,LOAN002817,2025-06-12,Phone,Failure
COL006250,LOAN006699,2022-10-08,Phone,Failure
COL006251,LOAN008750,2022-11-02,In-person,Failure
COL006252,LOAN008328,2021-05-16,SMS,Failure
COL006253,LOAN009348,2023-11-08,Phone,Success
COL006254,LOAN004463,2023-06-07,SMS,Failure
COL006255,LOAN002254,2023-03-12,Phone,Success
COL006256,LOAN000575,2022-08-28,SMS,Success
COL006257,LOAN003650,2020-02-25,Phone,Success
COL006258,LOAN001855,2024-12-19,SMS,Success
COL006259,LOAN003403,2020-10-20,Phone,Failure
COL006260,LOAN004024,2021-04-21,Phone,Failure
COL006261,LOAN002774,2021-04-25,SMS,Success
COL006262,LOAN002342,2021-12-30,Phone,Success
COL006263,LOAN000447,2024-02-16,SMS,Failure
COL006264,LOAN001761,2022-01-09,Phone,Success
COL006265,LOAN001299,2024-12-18,Phone,Failure
COL006266,LOAN007337,2025-06-21,SMS,Success
COL006267,LOAN008608,2023-07-13,Phone,Success
COL006268,LOAN004287,2024-02-01,Phone,Success
COL006269,LOAN006941,2020-12-06,Phone,Success
COL006270,LOAN006879,2020-02-25,Phone,Failure
COL006271,LOAN002569,2024-12-26,Phone,Success
COL006272,LOAN004166,2023-07-27,In-person,Failure
COL006273,LOAN006349,2022-08-01,Phone,Failure
COL006274,LOAN006379,2023-01-13,SMS,Success
COL006275,LOAN003373,2022-06-10,SMS,Success
COL006276,LOAN007108,2023-01-18,Phone,Failure
COL006277,LOAN004100,2020-05-09,Phone,Success
COL006278,LOAN008668,2026-05-24,Phone,Success
COL006279,LOAN004483,2021-10-16,In-person,Success
COL006280,LOAN005190,2019-06-22,SMS,Failure
COL006281,LOAN005397,2020-11-03,SMS,Success
COL006282,LOAN000728,2023-11-04,Phone,Success
COL006283,LOAN009634,2021-12-22,Phone,Success
COL006284,LOAN009353,2021-09-14,SMS,Success
COL006285,LOAN008746,2021-11-18,Phone,Success
COL006286,LOAN007632,2026-02-11,Phone,Success
COL006287,LOAN008075,2024-12-05,SMS,Failure
COL006288,LOAN001801,2020-11-05,Phone,Success
COL006289,LOAN001287,2025-11-12,In-person,Failure
COL006290,LOAN007561,2024-06-29,Phone,Success
COL006291,LOAN009700,2024-05-14,Phone,Success
COL006292,LOAN003327,2025-01-18,Phone,Success
COL006293,LOAN002450,2022-02-16,Phone,Failure
COL006294,LOAN005117,2022-12-27,SMS,Success
COL006295,LOAN003941,2023-07-22,SMS,Failure
COL006296,LOAN004184,2020-08-13,In-person,Success
COL006297,LOAN000532,2025-06-20,Phone,Success
COL006298,LOAN002598,2020-01-19,In-person,Success
COL006299,LOAN005823,2023-09-22,SMS,Failure
COL006300,LOAN002455,2024-05-06,SMS,Failure
COL006301,LOAN004017,2025-01-08,Phone,Success
COL006302,LOAN002476,2025-04-03,Phone,Failure
COL006303,LOAN008059,2025-09-10,Phone,Success
COL006304,LOAN000852,2027-03-14,Phone,Failure
COL006305,LOAN002399,2022-05-24,In-person,Success
COL006306,LOAN005488,2021-05-07,Phone,Success
COL006307,LOAN002805,2021-02-19,Phone,Success
COL006308,LOAN006849,2025-06-11,Phone,Success
COL006309,LOAN003954,2023-12-13,SMS,Success
COL006310,LOAN007432,2024-06-06,Phone,Failure
COL006311,LOAN006653,2024-05-31,In-person,Success
COL006312,LOAN001869,2022-04-19,SMS,Success
COL006313,LOAN005782,2021-01-20,Phone,Success
COL006314,LOAN001215,2020-12-02,In-person,Success
COL006315,LOAN003838,2021-02-10,SMS,Success
COL006316,LOAN009292,2024-09-25,In-person,Success
COL006317,LOAN005977,2021-01-17,Phone,Failure
COL006318,LOAN005620,2020-06-28,Phone,Failure
COL006319,LOAN001815,2023-05-15,Phone,Success
COL006320,LOAN007740,2023-08-15,Phone,Success
COL006321,LOAN000668,2024-09-23,Phone,Success
COL006322,LOAN007929,2023-11-13,Phone,Success
COL006323,LOAN003638,2024-08-08,SMS,Success
COL006324,LOAN009948,2026-03-17,SMS,Failure
COL006325,LOAN001695,2021-10-29,SMS,Success
COL006326,LOAN005458,2024-09-03,Phone,Failure
COL006327,LOAN002314,2022-08-03,Phone,Failure
COL006328,LOAN004804,2023-11-06,Phone,Success
COL006329,LOAN008330,2022-02-03,SMS,Failure
COL006330,LOAN008409,2025-03-24,In-person,Failure
COL006331,LOAN003707,2021-03-04,Phone,Success
COL006332,LOAN004113,2024-06-26,Phone,Success
COL006333,LOAN006913,2023-05-04,SMS,Failure
COL006334,LOAN002104,2020-07-13,Phone,Success
COL006335,LOAN009815,2021-04-21,Phone,Success
COL006336,LOAN002943,2019-11-17,Phone,Failure
COL006337,LOAN008992,2020-10-15,SMS,Success
COL006338,LOAN002034,2019-12-29,SMS,Success
COL006339,LOAN003672,2024-10-10,SMS,Success
COL006340,LOAN004806,2019-10-11,SMS,Success
COL006341,LOAN003369,2019-12-05,Phone,Success
COL006342,LOAN008191,2022-01-03,SMS,Success
COL006343,LOAN007829,2024-06-05,Phone,Failure
COL006344,LOAN000328,2020-11-04,In-person,Success
COL006345,LOAN003376,2019-05-15,In-person,Success
COL006346,LOAN008524,2020-02-21,Phone,Success
COL006347,LOAN000676,2019-10-04,Phone,Failure
COL006348,LOAN008455,2025-08-12,Phone,Success
COL006349,LOAN002169,2022-04-07,Phone,Failure
COL006350,LOAN007720,2022-09-23,Phone,Success
COL006351,LOAN003731,2022-01-03,SMS,Success
COL006352,LOAN004835,2020-03-10,In-person,Failure
COL006353,LOAN007357,2021-02-03,Phone,Failure
COL006354,LOAN002094,2021-09-26,Phone,Success
COL006355,LOAN003184,2024-11-28,Phone,Failure
COL006356,LOAN008773,2020-06-08,In-person,Failure
COL006357,LOAN006840,2023-09-24,Phone,Success
COL006358,LOAN000039,2021-08-04,Phone,Failure
COL006359,LOAN003939,2026-07-27,SMS,Success
COL006360,LOAN009636,2023-07-30,Phone,Success
COL006361,LOAN002649,2021-06-06,Phone,Failure
COL006362,LOAN005790,2019-08-03,SMS,Success
COL006363,LOAN009985,2019-10-04,SMS,Failure
COL006364,LOAN002381,2020-12-24,SMS,Success
COL006365,LOAN004950,2022-02-23,In-person,Success
COL006366,LOAN000218,2019-09-08,SMS,Failure
COL006367,LOAN002526,2026-07-10,Phone,Failure
COL006368,LOAN007469,2026-11-17,Phone,Success
COL006369,LOAN001653,2020-04-06,Phone,Success
COL006370,LOAN007005,2023-04-23,Phone,Success
COL006371,LOAN000666,2024-04-12,SMS,Failure
COL006372,LOAN002746,2024-01-23,SMS,Success
COL006373,LOAN000021,2022-07-24,In-person,Failure
COL006374,LOAN001678,2025-07-01,SMS,Success
COL006375,LOAN005543,2025-01-21,SMS,Success
COL006376,LOAN007863,2024-07-11,In-person,Success
COL006377,LOAN008558,2020-04-03,Phone,Success
COL006378,LOAN001845,2021-02-06,SMS,Success
COL006379,LOAN009566,2022-09-13,Phone,Success
COL006380,LOAN008669,2022-12-16,SMS,Success
COL006381,LOAN006165,2019-08-30,In-person,Success
COL006382,LOAN005384,2024-11-04,Phone,Success
COL006383,LOAN006754,2020-10-26,Phone,Success
COL006384,LOAN003226,2019-08-14,In-person,Failure
COL006385,LOAN009749,2022-06-02,Phone,Success
COL006386,LOAN006482,2025-01-24,Phone,Failure
COL006387,LOAN000296,2024-05-01,In-person,Failure
COL006388,LOAN007355,2020-09-17,Phone,Success
COL006389,LOAN003668,2022-11-27,Phone,Success
COL006390,LOAN002796,2019-08-04,Phone,Success
COL006391,LOAN002087,2022-10-03,Phone,Failure
COL006392,LOAN004245,2020-04-30,SMS,Failure
COL006393,LOAN008811,2022-12-03,SMS,Success
COL006394,LOAN001838,2020-10-09,In-person,Success
COL006395,LOAN004606,2025-12-02,Phone,Success
COL006396,LOAN005328,2022-07-02,Phone,Success
COL006397,LOAN005540,2023-02-12,Phone,Success
COL006398,LOAN001184,2020-05-25,Phone,Failure
COL006399,LOAN000461,2026-11-15,Phone,Failure
COL006400,LOAN008856,2024-09-14,SMS,Failure
COL006401,LOAN001781,2023-04-24,Phone,Success
COL006402,LOAN006559,2020-02-03,Phone,Failure
COL006403,LOAN006962,2023-01-26,SMS,Failure
COL006404,LOAN009452,2024-04-06,Phone,Success
COL006405,LOAN006507,2024-04-23,SMS,Success
COL006406,LOAN004604,2023-03-04,SMS,Failure
COL006407,LOAN003741,2024-10-10,Phone,Success
COL006408,LOAN003330,2022-03-15,Phone,Success
COL006409,LOAN006589,2020-08-16,SMS,Success
COL006410,LOAN008938,2022-09-28,Phone,Failure
COL006411,LOAN006779,2023-04-22,SMS,Success
COL006412,LOAN000096,2022-09-23,In-person,Success
COL006413,LOAN008174,2026-06-13,Phone,Success
COL006414,LOAN001140,2020-04-10,Phone,Success
COL006415,LOAN007107,2021-04-19,Phone,Failure
COL006416,LOAN005203,2022-11-29,Phone,Failure
COL006417,LOAN008610,2021-05-16,In-person,Success
COL006418,LOAN004478,2023-08-26,In-person,Success
COL006419,LOAN000769,2022-09-02,In-person,Failure
COL006420,LOAN001132,2020-11-19,Phone,Failure
COL006421,LOAN006748,2026-12-22,Phone,Success
COL006422,LOAN002652,2023-05-25,SMS,Failure
COL006423,LOAN001384,2019-09-08,Phone,Failure
COL006424,LOAN008494,2019-08-27,Phone,Success
COL006425,LOAN004417,2019-04-11,Phone,Success
COL006426,LOAN008853,2023-04-12,Phone,Success
COL006427,LOAN008015,2021-12-01,Phone,Failure
COL006428,LOAN009882,2021-04-24,In-person,Failure
COL006429,LOAN004490,2025-05-31,SMS,Success
COL006430,LOAN005462,2019-12-04,SMS,Success
COL006431,LOAN009088,2019-11-20,In-person,Failure
COL006432,LOAN007391,2020-03-17,SMS,Failure
COL006433,LOAN002081,2023-04-02,Phone,Failure
COL006434,LOAN002692,2021-04-28,In-person,Success
COL006435,LOAN005351,2024-09-21,SMS,Success
COL006436,LOAN004689,2023-06-02,In-person,Failure
COL006437,LOAN005851,2023-03-15,In-person,Success
COL006438,LOAN000043,2023-04-20,SMS,Success
COL006439,LOAN000653,2021-12-15,SMS,Failure
COL006440,LOAN001872,2020-01-04,Phone,Success
COL006441,LOAN008954,2023-09-25,Phone,Failure
COL006442,LOAN003904,2021-11-24,Phone,Failure
COL006443,LOAN002970,2020-06-10,Phone,Success
COL006444,LOAN003281,2025-07-05,Phone,Failure
COL006445,LOAN004317,2022-12-06,Phone,Success
COL006446,LOAN000871,2022-04-06,SMS,Success
COL006447,LOAN007454,2023-05-05,SMS,Success
COL006448,LOAN004277,2023-05-31,Phone,Success
COL006449,LOAN001572,2025-01-18,SMS,Failure
COL006450,LOAN001954,2022-05-08,Phone,Success
COL006451,LOAN006089,2022-06-20,Phone,Success
COL006452,LOAN004989,2024-06-20,Phone,Failure
COL006453,LOAN000089,2024-12-13,In-person,Success
COL006454,LOAN002237,2022-03-11,SMS,Success
COL006455,LOAN004892,2021-07-19,Phone,Success
COL006456,LOAN004928,2022-02-25,Phone,Success
COL006457,LOAN005916,2024-07-19,Phone,Success
COL006458,LOAN008770,2022-04-30,Phone,Success
COL006459,LOAN005027,2020-09-13,Phone,Failure
COL006460,LOAN000755,2022-07-23,SMS,Success
COL006461,LOAN005966,2021-10-18,Phone,Success
COL006462,LOAN006335,2024-12-23,Phone,Success
COL006463,LOAN004643,2019-09-23,SMS,Failure
COL006464,LOAN001306,2021-07-14,SMS,Success
COL006465,LOAN001901,2023-06-18,SMS,Success
COL006466,LOAN005187,2026-01-17,SMS,Success
COL006467,LOAN007083,2021-05-01,Phone,Success
COL006468,LOAN003166,2021-12-14,SMS,Success
COL006469,LOAN002440,2022-06-18,Phone,Success
COL006470,LOAN009165,2019-06-30,In-person,Success
COL006471,LOAN006889,2022-08-16,Phone,Success
COL006472,LOAN008208,2021-11-28,SMS,Failure
COL006473,LOAN001286,2022-04-09,Phone,Success
COL006474,LOAN002334,2021-06-06,Phone,Failure
COL006475,LOAN006110,2021-08-10,SMS,Success
COL006476,LOAN005453,2025-01-14,Phone,Failure
COL006477,LOAN009419,2021-05-27,Phone,Failure
COL006478,LOAN008837,2020-05-24,SMS,Success
COL006479,LOAN006339,2024-04-05,Phone,Success
COL006480,LOAN005210,2021-03-11,Phone,Success
COL006481,LOAN004993,2025-05-17,In-person,Failure
COL006482,LOAN000757,2025-04-07,Phone,Success
COL006483,LOAN001126,2020-07-05,SMS,Success
COL006484,LOAN007794,2022-06-18,Phone,Failure
COL006485,LOAN009603,2024-07-23,Phone,Success
COL006486,LOAN008211,2025-08-28,Phone,Success
COL006487,LOAN007274,2024-12-04,Phone,Success
COL006488,LOAN008245,2020-08-09,Phone,Success
COL006489,LOAN004745,2023-05-29,SMS,Failure
COL006490,LOAN000841,2024-10-26,In-person,Success
COL006491,LOAN006522,2024-08-24,Phone,Success
COL006492,LOAN003942,2021-03-14,Phone,Success
COL006493,LOAN003151,2025-02-20,Phone,Success
COL006494,LOAN005440,2020-06-01,In-person,Failure
COL006495,LOAN002702,2021-10-07,Phone,Success
COL006496,LOAN009939,2020-08-29,Phone,Success
COL006497,LOAN006967,2023-11-06,SMS,Success
COL006498,LOAN007408,2027-01-28,Phone,Failure
COL006499,LOAN006901,2023-01-24,Phone,Success
COL006500,LOAN000591,2020-10-16,SMS,Failure
COL006501,LOAN003706,2021-04-16,SMS,Failure
COL006502,LOAN004540,2023-08-10,In-person,Success
COL006503,LOAN007915,2025-02-18,In-person,Success
COL006504,LOAN007630,2025-07-30,Phone,Success
COL006505,LOAN005698,2021-05-21,In-person,Success
COL006506,LOAN009835,2024-03-03,Phone,Failure
COL006507,LOAN002016,2021-01-26,Phone,Success
COL006508,LOAN004601,2020-04-11,SMS,Success
COL006509,LOAN009108,2020-11-15,In-person,Success
COL006510,LOAN004352,2025-01-25,SMS,Failure
COL006511,LOAN008490,2024-11-24,SMS,Success
COL006512,LOAN007707,2022-07-09,Phone,Failure
COL006513,LOAN000460,2023-09-08,In-person,Failure
COL006514,LOAN001658,2022-03-19,SMS,Success
COL006515,LOAN001712,2020-12-20,In-person,Failure
COL006516,LOAN002188,2021-05-17,In-person,Success
COL006517,LOAN004770,2022-08-30,SMS,Failure
COL006518,LOAN000017,2022-09-12,SMS,Failure
COL006519,LOAN004126,2022-09-10,Phone,Success
COL006520,LOAN002330,2019-11-15,In-person,Success
COL006521,LOAN005051,2020-07-23,Phone,Success
COL006522,LOAN002655,2022-03-10,Phone,Failure
COL006523,LOAN002134,2021-03-02,SMS,Failure
COL006524,LOAN003146,2024-03-22,In-person,Success
COL006525,LOAN006367,2022-08-17,Phone,Failure
COL006526,LOAN003891,2024-07-17,SMS,Success
COL006527,LOAN007094,2024-05-13,Phone,Failure
COL006528,LOAN008333,2023-11-19,SMS,Success
COL006529,LOAN008288,2019-10-20,Phone,Failure
COL006530,LOAN008405,2023-09-23,Phone,Success
COL006531,LOAN005278,2023-03-23,Phone,Failure
COL006532,LOAN006232,2022-01-18,Phone,Failure
COL006533,LOAN004005,2026-12-19,In-person,Failure
COL006534,LOAN000436,2020-09-01,Phone,Success
COL006535,LOAN009898,2020-11-16,Phone,Failure
COL006536,LOAN005323,2020-02-28,SMS,Failure
COL006537,LOAN007584,2022-08-21,In-person,Failure
COL006538,LOAN005166,2022-05-29,In-person,Success
COL006539,LOAN000126,2024-06-13,Phone,Success
COL006540,LOAN005465,2019-10-21,Phone,Success
COL006541,LOAN005195,2022-03-20,Phone,Failure
COL006542,LOAN006686,2024-02-06,In-person,Success
