LoanID,CustomerID,LoanType,LoanAmount,LoanTermMonths,InterestRate,DisbursementDate,ApprovalTimeDays
LOAN008186,CUST03528,Normal Loan,524688,24,0.1,2021-09-21,8
LOAN008187,CUST03202,Jipange Loan,229899,31,0.08,2020-09-05,14
LOAN008188,CUST00323,Jipange Loan,82573,8,0.08,2020-05-22,3
LOAN008189,CUST00666,Maziwa Loan,291226,12,0.09,2024-07-17,12
LOAN008190,CUST00550,Jipange Loan,109966,36,0.08,2023-08-23,9
LOAN008191,CUST03907,Normal Loan,145090,59,0.1,2020-05-13,14
LOAN008192,CUST03233,Additional Loan,241056,34,0.1,2022-08-29,8
LOAN008193,CUST01303,Green Energy Loan,262117,30,0.07,2019-09-06,7
LOAN008194,CUST00359,Boda Boda Loan,846320,30,0.12,2020-11-05,14
LOAN008195,CUST02811,Salary Advance,76224,8,0.05,2023-08-27,3
LOAN008196,CUST02032,Emergency Loan,10223,10,0.09,2019-02-23,2
LOAN008197,CUST03592,Salary Advance,88883,7,0.05,2020-11-30,2
LOAN008198,CUST03105,Jipange Loan,397417,17,0.08,2019-10-16,11
LOAN008199,CUST04528,Salary Advance,76987,9,0.05,2023-04-29,2
LOAN008200,CUST03425,Jipange Loan,460370,34,0.08,2022-01-27,9
LOAN008201,CUST04397,Jipange Loan,249717,24,0.08,2021-09-09,12
LOAN008202,CUST02123,Boda Boda Loan,733732,12,0.12,2020-04-01,8
LOAN008203,CUST04339,Boda Boda Loan,448639,58,0.12,2023-09-07,12
LOAN008204,CUST00281,Special Advance,27966,12,0.06,2024-09-04,1
LOAN008205,CUST04623,Green Energy Loan,98766,17,0.07,2019-12-31,1
LOAN008206,CUST00522,Green Energy Loan,247134,22,0.07,2019-05-25,10
LOAN008207,CUST03170,Emergency Loan,49078,11,0.09,2019-05-09,1
LOAN008208,CUST04309,Normal Loan,103305,43,0.1,2019-05-13,12
LOAN008209,CUST01849,Avocado Loan,323981,29,0.11,2019-08-30,11
LOAN008210,CUST02552,Normal Loan,122062,29,0.1,2021-12-30,11
LOAN008211,CUST03304,Emergency Loan,19005,12,0.09,2024-11-01,3
LOAN008212,CUST02177,Green Energy Loan,340936,21,0.07,2023-08-23,12
LOAN008213,CUST00046,Special Advance,85686,4,0.06,2024-11-06,1
LOAN008214,CUST00955,Normal Loan,793583,59,0.1,2019-06-28,13
LOAN008215,CUST02510,Maziwa Loan,447212,24,0.09,2019-04-26,14
LOAN008216,CUST04541,Normal Loan,413866,28,0.1,2019-10-26,9
LOAN008217,CUST00979,Boda Boda Loan,955884,60,0.12,2020-05-24,8
LOAN008218,CUST02824,Emergency Loan,37755,6,0.09,2021-10-04,2
LOAN008219,CUST04649,Normal Loan,440496,39,0.1,2019-07-31,10
LOAN008220,CUST00641,Emergency Loan,15228,4,0.09,2024-06-22,3
LOAN008221,CUST04207,Maziwa Loan,417286,27,0.09,2022-10-25,14
LOAN008222,CUST04321,Green Energy Loan,129072,21,0.07,2021-10-09,12
LOAN008223,CUST01141,Green Energy Loan,50491,33,0.07,2022-04-18,3
LOAN008224,CUST02466,Jipange Loan,400175,6,0.08,2019-03-26,11
LOAN008225,CUST00388,Maziwa Loan,25892,20,0.09,2020-02-25,2
LOAN008226,CUST02897,Seasonal Advance,415473,10,0.08,2020-05-10,11
LOAN008227,CUST02471,Normal Loan,495546,22,0.1,2024-02-21,10
LOAN008228,CUST03327,Normal Loan,813606,37,0.1,2020-12-31,8
LOAN008229,CUST00950,Jipange Loan,158626,24,0.08,2023-02-22,13
LOAN008230,CUST01322,Special Advance,73291,4,0.06,2023-09-17,1
LOAN008231,CUST01581,Boda Boda Loan,468320,14,0.12,2019-12-02,9
LOAN008232,CUST04506,Avocado Loan,634267,12,0.11,2020-12-21,13
LOAN008233,CUST02843,Salary Advance,59362,6,0.05,2022-12-25,3
LOAN008234,CUST03751,Boda Boda Loan,513782,31,0.12,2019-02-18,8
LOAN008235,CUST00921,Seasonal Advance,348120,14,0.08,2020-07-04,12
LOAN008236,CUST00797,Boda Boda Loan,501011,28,0.12,2020-10-16,9
LOAN008237,CUST01395,Jipange Loan,163606,14,0.08,2020-10-29,13
LOAN008238,CUST01882,Maziwa Loan,452143,11,0.09,2024-06-23,8
LOAN008239,CUST00444,Seasonal Advance,368440,12,0.08,2019-05-25,10
LOAN008240,CUST00346,Salary Advance,57149,6,0.05,2021-03-31,1
LOAN008241,CUST01716,Boda Boda Loan,870593,29,0.12,2023-04-05,12
LOAN008242,CUST04693,Green Energy Loan,252790,10,0.07,2024-03-09,10
LOAN008243,CUST01642,Maziwa Loan,229163,22,0.09,2021-06-30,12
LOAN008244,CUST01160,Avocado Loan,78673,23,0.11,2019-04-27,2
LOAN008245,CUST00373,Normal Loan,244434,19,0.1,2020-03-12,7
LOAN008246,CUST00322,Green Energy Loan,345942,29,0.07,2023-05-04,12
LOAN008247,CUST04078,Salary Advance,47080,11,0.05,2024-10-26,2
LOAN008248,CUST01740,Jipange Loan,465558,19,0.08,2022-09-04,7
LOAN008249,CUST03185,Additional Loan,150926,20,0.1,2022-09-07,8
LOAN008250,CUST02066,Special Advance,99436,9,0.06,2023-11-23,3
LOAN008251,CUST00771,Emergency Loan,29535,6,0.09,2024-05-30,1
LOAN008252,CUST00595,Boda Boda Loan,190271,37,0.12,2022-05-07,12
LOAN008253,CUST00122,Emergency Loan,18080,4,0.09,2021-11-01,3
LOAN008254,CUST00011,Maziwa Loan,338393,18,0.09,2022-02-23,13
LOAN008255,CUST01859,Jipange Loan,231291,13,0.08,2020-03-15,11
LOAN008256,CUST00388,Special Advance,96317,10,0.06,2019-05-01,1
LOAN008257,CUST00220,Avocado Loan,411233,55,0.11,2019-07-27,12
LOAN008258,CUST01161,Salary Advance,16617,8,0.05,2022-09-20,1
LOAN008259,CUST02467,Salary Advance,53579,7,0.05,2020-05-12,2
LOAN008260,CUST00431,Emergency Loan,40487,3,0.09,2019-01-29,3
LOAN008261,CUST02082,Seasonal Advance,448928,6,0.08,2024-10-21,9
LOAN008262,CUST04415,Emergency Loan,13739,4,0.09,2024-08-04,2
LOAN008263,CUST03337,Special Advance,75376,6,0.06,2021-09-29,1
LOAN008264,CUST04371,Special Advance,19441,10,0.06,2024-08-28,2
LOAN008265,CUST01434,Salary Advance,24081,8,0.05,2019-11-07,2
LOAN008266,CUST01198,Emergency Loan,33050,12,0.09,2019-03-26,1
LOAN008267,CUST01336,Green Energy Loan,412125,32,0.07,2024-08-12,10
LOAN008268,CUST02680,Seasonal Advance,287010,24,0.08,2020-02-09,14
LOAN008269,CUST04779,Additional Loan,13114,11,0.1,2019-08-21,2
LOAN008270,CUST03486,Salary Advance,39179,7,0.05,2022-10-05,1
LOAN008271,CUST04648,Additional Loan,52423,12,0.1,2021-07-04,1
LOAN008272,CUST04279,Maziwa Loan,124256,8,0.09,2022-08-15,10
LOAN008273,CUST00442,Boda Boda Loan,405289,32,0.12,2021-10-30,9
LOAN008274,CUST03528,Maziwa Loan,276044,34,0.09,2024-09-21,9
LOAN008275,CUST00490,Boda Boda Loan,339971,52,0.12,2022-02-04,11
LOAN008276,CUST03021,Special Advance,18908,11,0.06,2020-09-27,1
LOAN008277,CUST02341,Seasonal Advance,162448,20,0.08,2022-07-31,7
LOAN008278,CUST04062,Jipange Loan,188266,17,0.08,2021-05-11,7
LOAN008279,CUST03769,Boda Boda Loan,926170,40,0.12,2020-12-16,12
LOAN008280,CUST02127,Maziwa Loan,346343,30,0.09,2022-01-02,14
LOAN008281,CUST04707,Salary Advance,32646,5,0.05,2021-08-05,1
LOAN008282,CUST04995,Additional Loan,50739,18,0.1,2019-02-27,3
LOAN008283,CUST01693,Avocado Loan,480579,38,0.11,2022-07-05,7
LOAN008284,CUST03544,Green Energy Loan,358715,7,0.07,2023-02-01,13
LOAN008285,CUST00557,Emergency Loan,33614,6,0.09,2024-01-26,1
LOAN008286,CUST02647,Boda Boda Loan,635958,37,0.12,2022-10-15,8
LOAN008287,CUST02377,Additional Loan,349153,35,0.1,2020-07-08,10
LOAN008288,CUST01538,Special Advance,37046,7,0.06,2019-07-22,2
LOAN008289,CUST00399,Jipange Loan,41169,21,0.08,2023-05-07,1
LOAN008290,CUST04754,Avocado Loan,804116,18,0.11,2022-01-17,9
LOAN008291,CUST03741,Additional Loan,222873,24,0.1,2020-11-02,10
LOAN008292,CUST01761,Avocado Loan,245580,43,0.11,2019-06-08,10
LOAN008293,CUST01374,Boda Boda Loan,396576,33,0.12,2020-07-12,12
LOAN008294,CUST02267,Avocado Loan,883009,52,0.11,2022-08-28,13
LOAN008295,CUST03741,Additional Loan,483049,36,0.1,2024-02-05,13
LOAN008296,CUST01662,Green Energy Loan,283499,16,0.07,2023-02-07,8
LOAN008297,CUST02347,Green Energy Loan,477296,15,0.07,2022-10-20,7
LOAN008298,CUST02715,Special Advance,68372,6,0.06,2020-05-01,3
LOAN008299,CUST02203,Avocado Loan,875998,13,0.11,2022-12-27,13
LOAN008300,CUST01654,Boda Boda Loan,377670,19,0.12,2024-06-06,7
LOAN008301,CUST03037,Salary Advance,41998,6,0.05,2022-07-27,1
LOAN008302,CUST01027,Special Advance,31242,5,0.06,2020-11-24,2
LOAN008303,CUST04967,Seasonal Advance,190192,10,0.08,2024-06-20,8
LOAN008304,CUST02036,Emergency Loan,16861,6,0.09,2024-10-02,1
LOAN008305,CUST00653,Special Advance,48603,10,0.06,2022-09-21,1
LOAN008306,CUST01084,Avocado Loan,374800,27,0.11,2022-05-20,9
LOAN008307,CUST00596,Avocado Loan,413397,46,0.11,2023-06-29,11
LOAN008308,CUST00849,Emergency Loan,31780,9,0.09,2019-10-05,3
LOAN008309,CUST02934,Additional Loan,429981,28,0.1,2024-10-15,8
LOAN008310,CUST00489,Green Energy Loan,376036,24,0.07,2023-11-05,8
LOAN008311,CUST02995,Maziwa Loan,159656,34,0.09,2024-09-15,13
LOAN008312,CUST02371,Jipange Loan,297827,25,0.08,2020-08-19,10
LOAN008313,CUST04965,Jipange Loan,63441,21,0.08,2023-04-09,2
LOAN008314,CUST01430,Seasonal Advance,467355,12,0.08,2019-09-13,14
LOAN008315,CUST01229,Special Advance,85143,3,0.06,2021-10-26,3
LOAN008316,CUST00321,Boda Boda Loan,194935,28,0.12,2022-10-20,14
LOAN008317,CUST03827,Seasonal Advance,174256,24,0.08,2021-10-22,13
LOAN008318,CUST00937,Green Energy Loan,326333,23,0.07,2022-05-07,13
LOAN008319,CUST02148,Emergency Loan,17931,5,0.09,2022-12-30,1
LOAN008320,CUST01605,Normal Loan,802326,58,0.1,2023-04-18,8
LOAN008321,CUST02033,Special Advance,71281,10,0.06,2022-01-13,2
LOAN008322,CUST04423,Maziwa Loan,55671,10,0.09,2020-12-21,3
LOAN008323,CUST00242,Seasonal Advance,403004,23,0.08,2021-12-07,10
LOAN008324,CUST02093,Additional Loan,333850,8,0.1,2021-11-05,11
LOAN008325,CUST00750,Normal Loan,864376,12,0.1,2019-12-13,14
LOAN008326,CUST04061,Maziwa Loan,386878,18,0.09,2023-04-12,12
LOAN008327,CUST01458,Normal Loan,901464,49,0.1,2021-07-20,10
LOAN008328,CUST03240,Normal Loan,543371,52,0.1,2019-02-26,11
LOAN008329,CUST02161,Boda Boda Loan,857598,37,0.12,2024-01-17,10
LOAN008330,CUST02673,Avocado Loan,785289,59,0.11,2022-01-04,8
LOAN008331,CUST01310,Emergency Loan,37534,10,0.09,2023-02-08,3
LOAN008332,CUST01570,Avocado Loan,228168,42,0.11,2019-01-02,12
LOAN008333,CUST03073,Green Energy Loan,109934,34,0.07,2021-11-29,7
LOAN008334,CUST02466,Maziwa Loan,339146,21,0.09,2024-06-11,9
LOAN008335,CUST04283,Jipange Loan,104024,9,0.08,2024-08-21,7
LOAN008336,CUST01927,Emergency Loan,18649,6,0.09,2020-11-21,2
LOAN008337,CUST04545,Special Advance,91481,5,0.06,2019-09-13,2
LOAN008338,CUST02730,Additional Loan,333468,26,0.1,2021-12-05,14
LOAN008339,CUST00978,Salary Advance,39715,4,0.05,2021-12-18,3
LOAN008340,CUST04850,Emergency Loan,26759,6,0.09,2023-03-17,3
LOAN008341,CUST01299,Avocado Loan,990889,14,0.11,2021-03-22,11
LOAN008342,CUST00023,Jipange Loan,69334,33,0.08,2022-11-11,3
LOAN008343,CUST03138,Seasonal Advance,83572,23,0.08,2023-11-19,1
LOAN008344,CUST01110,Special Advance,29683,3,0.06,2021-08-05,3
LOAN008345,CUST02980,Avocado Loan,281198,19,0.11,2019-10-29,10
LOAN008346,CUST04017,Additional Loan,301765,25,0.1,2021-12-24,8
LOAN008347,CUST04424,Green Energy Loan,316404,22,0.07,2023-06-06,10
LOAN008348,CUST01977,Emergency Loan,15596,12,0.09,2024-08-18,1
LOAN008349,CUST03008,Boda Boda Loan,130033,31,0.12,2020-10-04,12
LOAN008350,CUST01163,Avocado Loan,458192,44,0.11,2020-10-09,10
LOAN008351,CUST02283,Jipange Loan,168369,35,0.08,2024-11-14,14
LOAN008352,CUST00774,Green Energy Loan,378293,22,0.07,2020-06-04,8
LOAN008353,CUST00874,Additional Loan,454693,15,0.1,2021-09-19,10
LOAN008354,CUST03050,Normal Loan,841023,50,0.1,2022-05-17,7
LOAN008355,CUST01010,Salary Advance,65304,10,0.05,2022-10-09,3
LOAN008356,CUST01745,Seasonal Advance,180769,18,0.08,2023-02-07,7
LOAN008357,CUST02276,Maziwa Loan,228722,6,0.09,2024-10-12,10
LOAN008358,CUST01721,Boda Boda Loan,657998,37,0.12,2023-07-13,8
LOAN008359,CUST00082,Seasonal Advance,404110,7,0.08,2023-09-23,12
LOAN008360,CUST00673,Additional Loan,163499,21,0.1,2023-10-16,8
LOAN008361,CUST02237,Avocado Loan,570283,25,0.11,2021-12-05,10
LOAN008362,CUST04114,Boda Boda Loan,424547,47,0.12,2023-01-17,8
LOAN008363,CUST01031,Maziwa Loan,188391,34,0.09,2021-07-29,7
LOAN008364,CUST01221,Seasonal Advance,91651,21,0.08,2024-06-26,1
LOAN008365,CUST04496,Salary Advance,82663,5,0.05,2020-10-22,1
LOAN008366,CUST04831,Salary Advance,33002,4,0.05,2021-05-06,1
LOAN008367,CUST03013,Avocado Loan,642765,14,0.11,2020-03-24,12
LOAN008368,CUST00074,Boda Boda Loan,392806,54,0.12,2021-02-11,9
LOAN008369,CUST04095,Additional Loan,204782,30,0.1,2022-05-15,7
LOAN008370,CUST00413,Additional Loan,299495,32,0.1,2020-04-26,10
LOAN008371,CUST00413,Special Advance,91518,4,0.06,2021-08-15,2
LOAN008372,CUST00260,Boda Boda Loan,641016,42,0.12,2019-08-18,11
LOAN008373,CUST01089,Boda Boda Loan,608573,52,0.12,2020-05-03,14
LOAN008374,CUST00988,Avocado Loan,829948,31,0.11,2022-05-23,10
LOAN008375,CUST04737,Special Advance,13723,12,0.06,2021-06-10,2
LOAN008376,CUST04602,Emergency Loan,41295,7,0.09,2024-12-07,3
LOAN008377,CUST01155,Special Advance,45627,3,0.06,2022-10-11,3
LOAN008378,CUST02802,Seasonal Advance,180780,23,0.08,2024-04-05,11
LOAN008379,CUST00066,Boda Boda Loan,790810,39,0.12,2023-03-06,13
LOAN008380,CUST01381,Jipange Loan,138266,9,0.08,2019-08-19,8
LOAN008381,CUST00878,Avocado Loan,440088,13,0.11,2020-03-05,8
LOAN008382,CUST03346,Avocado Loan,345056,44,0.11,2019-10-16,7
LOAN008383,CUST01063,Special Advance,81007,6,0.06,2020-06-17,3
LOAN008384,CUST04584,Green Energy Loan,26268,26,0.07,2021-12-03,3
LOAN008385,CUST01145,Avocado Loan,945818,45,0.11,2020-02-23,8
LOAN008386,CUST04692,Special Advance,49688,8,0.06,2024-10-27,2
LOAN008387,CUST02823,Maziwa Loan,379336,12,0.09,2023-10-26,8
LOAN008388,CUST04208,Jipange Loan,119783,8,0.08,2021-09-03,8
LOAN008389,CUST01425,Avocado Loan,403216,47,0.11,2021-05-21,9
LOAN008390,CUST02628,Additional Loan,104011,22,0.1,2020-07-23,11
LOAN008391,CUST00892,Normal Loan,560763,59,0.1,2023-07-19,13
LOAN008392,CUST00734,Normal Loan,458484,36,0.1,2021-04-04,13
LOAN008393,CUST00001,Green Energy Loan,350764,18,0.07,2019-08-15,12
LOAN008394,CUST04855,Additional Loan,469739,17,0.1,2019-07-10,12
LOAN008395,CUST04497,Normal Loan,336711,31,0.1,2019-01-28,12
LOAN008396,CUST03664,Avocado Loan,188678,42,0.11,2023-10-05,7
LOAN008397,CUST04846,Special Advance,95033,8,0.06,2022-02-06,1
LOAN008398,CUST02851,Special Advance,48513,7,0.06,2022-09-25,2
LOAN008399,CUST00896,Jipange Loan,390351,35,0.08,2019-06-12,12
LOAN008400,CUST02579,Maziwa Loan,57167,16,0.09,2021-02-20,3
LOAN008401,CUST03677,Maziwa Loan,339541,31,0.09,2020-01-09,13
LOAN008402,CUST02640,Normal Loan,59068,54,0.1,2021-12-01,3
LOAN008403,CUST02673,Additional Loan,397799,36,0.1,2019-02-09,8
LOAN008404,CUST04211,Maziwa Loan,349334,20,0.09,2021-03-08,13
LOAN008405,CUST03756,Special Advance,84437,7,0.06,2023-02-25,1
LOAN008406,CUST01665,Boda Boda Loan,148328,16,0.12,2024-10-15,13
LOAN008407,CUST01242,Green Energy Loan,456920,20,0.07,2021-10-15,7
LOAN008408,CUST04812,Emergency Loan,39149,10,0.09,2019-04-15,3
LOAN008409,CUST00037,Seasonal Advance,374960,22,0.08,2023-07-03,11
LOAN008410,CUST02084,Salary Advance,52195,12,0.05,2020-01-24,2
LOAN008411,CUST03997,Boda Boda Loan,155740,50,0.12,2021-08-21,14
LOAN008412,CUST02373,Green Energy Loan,303052,22,0.07,2020-03-18,7
LOAN008413,CUST03686,Green Energy Loan,39810,30,0.07,2024-07-07,3
LOAN008414,CUST00643,Emergency Loan,15690,3,0.09,2020-01-27,2
LOAN008415,CUST02447,Seasonal Advance,376381,8,0.08,2020-02-05,14
LOAN008416,CUST03011,Emergency Loan,46986,5,0.09,2021-07-08,2
LOAN008417,CUST04429,Boda Boda Loan,145823,31,0.12,2019-03-15,8
LOAN008418,CUST03989,Additional Loan,443530,28,0.1,2019-04-21,11
LOAN008419,CUST04143,Avocado Loan,848406,59,0.11,2024-06-13,14
LOAN008420,CUST00035,Avocado Loan,946875,44,0.11,2024-10-28,8
LOAN008421,CUST01927,Avocado Loan,436591,15,0.11,2024-12-13,13
LOAN008422,CUST01760,Additional Loan,440587,28,0.1,2020-06-17,8
LOAN008423,CUST04606,Boda Boda Loan,668646,37,0.12,2019-10-09,9
LOAN008424,CUST02677,Normal Loan,87168,55,0.1,2023-11-10,2
LOAN008425,CUST02966,Seasonal Advance,270517,17,0.08,2022-05-03,10
LOAN008426,CUST03910,Jipange Loan,250825,25,0.08,2020-10-15,14
LOAN008427,CUST02709,Jipange Loan,292556,35,0.08,2020-02-01,10
LOAN008428,CUST01261,Green Energy Loan,31929,13,0.07,2022-03-29,1
LOAN008429,CUST01383,Additional Loan,445629,7,0.1,2019-02-20,12
LOAN008430,CUST01585,Avocado Loan,634918,45,0.11,2021-06-02,10
LOAN008431,CUST03119,Maziwa Loan,328939,28,0.09,2020-11-18,13
LOAN008432,CUST03173,Green Energy Loan,280961,13,0.07,2024-05-07,13
LOAN008433,CUST01947,Salary Advance,59513,9,0.05,2021-03-05,2
LOAN008434,CUST02646,Emergency Loan,26946,6,0.09,2024-08-26,1
LOAN008435,CUST03500,Jipange Loan,257787,13,0.08,2024-07-09,10
LOAN008436,CUST04498,Boda Boda Loan,607681,33,0.12,2023-07-23,8
LOAN008437,CUST01773,Avocado Loan,819128,25,0.11,2021-06-21,11
LOAN008438,CUST03046,Jipange Loan,36447,13,0.08,2024-04-11,3
LOAN008439,CUST02596,Normal Loan,141061,35,0.1,2020-03-14,10
LOAN008440,CUST03388,Special Advance,92816,5,0.06,2020-08-03,3
LOAN008441,CUST00237,Green Energy Loan,300607,6,0.07,2020-12-06,8
LOAN008442,CUST04960,Emergency Loan,30393,12,0.09,2024-04-12,1
LOAN008443,CUST04938,Jipange Loan,334059,15,0.08,2019-06-01,13
LOAN008444,CUST03501,Special Advance,77218,5,0.06,2019-09-15,1
LOAN008445,CUST04426,Maziwa Loan,354345,10,0.09,2020-10-07,8
LOAN008446,CUST00459,Salary Advance,22477,4,0.05,2022-07-11,1
LOAN008447,CUST01673,Jipange Loan,205155,32,0.08,2024-01-16,7
LOAN008448,CUST00185,Salary Advance,95795,10,0.05,2020-05-19,3
LOAN008449,CUST04178,Avocado Loan,568125,51,0.11,2024-02-13,7
LOAN008450,CUST00313,Emergency Loan,26761,11,0.09,2022-05-14,1
LOAN008451,CUST02991,Normal Loan,114470,54,0.1,2024-10-11,13
LOAN008452,CUST04619,Green Energy Loan,266608,22,0.07,2021-02-18,13
LOAN008453,CUST01948,Avocado Loan,413859,45,0.11,2024-04-14,8
LOAN008454,CUST02735,Special Advance,43306,11,0.06,2022-01-10,3
LOAN008455,CUST01821,Normal Loan,179571,57,0.1,2023-10-22,11
LOAN008456,CUST04199,Jipange Loan,329715,27,0.08,2019-08-22,14
LOAN008457,CUST03414,Green Energy Loan,230076,9,0.07,2024-10-27,12
LOAN008458,CUST02036,Emergency Loan,31800,10,0.09,2021-02-28,3
LOAN008459,CUST02835,Emergency Loan,17214,3,0.09,2021-06-15,3
LOAN008460,CUST03218,Jipange Loan,142270,30,0.08,2019-10-03,13
LOAN008461,CUST03258,Additional Loan,411810,10,0.1,2021-11-04,12
LOAN008462,CUST04806,Normal Loan,544568,36,0.1,2019-06-12,8
LOAN008463,CUST03273,Boda Boda Loan,890811,58,0.12,2021-08-20,13
LOAN008464,CUST00030,Emergency Loan,19331,4,0.09,2021-11-11,2
LOAN008465,CUST03807,Avocado Loan,260383,26,0.11,2021-08-22,10
LOAN008466,CUST03235,Green Energy Loan,403465,15,0.07,2024-07-26,11
LOAN008467,CUST00529,Maziwa Loan,267771,15,0.09,2022-02-23,14
LOAN008468,CUST02794,Emergency Loan,44162,11,0.09,2021-04-08,1
LOAN008469,CUST01503,Boda Boda Loan,498772,39,0.12,2020-03-25,12
LOAN008470,CUST00801,Avocado Loan,652638,49,0.11,2024-07-05,13
LOAN008471,CUST00754,Boda Boda Loan,742118,29,0.12,2019-02-01,12
LOAN008472,CUST03876,Green Energy Loan,357963,11,0.07,2022-10-03,14
LOAN008473,CUST00772,Additional Loan,379525,25,0.1,2020-01-07,10
LOAN008474,CUST04613,Jipange Loan,281585,8,0.08,2022-10-26,8
LOAN008475,CUST01216,Avocado Loan,277005,60,0.11,2023-10-05,13
LOAN008476,CUST02901,Jipange Loan,343821,32,0.08,2022-09-16,13
LOAN008477,CUST02026,Green Energy Loan,248252,24,0.07,2023-03-20,7
LOAN008478,CUST02674,Maziwa Loan,280011,9,0.09,2022-11-20,14
LOAN008479,CUST04387,Boda Boda Loan,57920,58,0.12,2024-04-10,1
LOAN008480,CUST03098,Additional Loan,211684,6,0.1,2019-08-17,8
LOAN008481,CUST04762,Green Energy Loan,425318,27,0.07,2024-05-10,11
LOAN008482,CUST04133,Jipange Loan,468055,14,0.08,2022-01-25,13
LOAN008483,CUST00651,Emergency Loan,34350,4,0.09,2023-03-29,3
LOAN008484,CUST02114,Additional Loan,458247,10,0.1,2021-08-01,11
LOAN008485,CUST01408,Special Advance,95408,7,0.06,2020-05-26,2
LOAN008486,CUST00402,Boda Boda Loan,785764,13,0.12,2024-06-03,7
LOAN008487,CUST02251,Seasonal Advance,386005,6,0.08,2019-05-16,13
LOAN008488,CUST03344,Maziwa Loan,230403,9,0.09,2021-11-22,14
LOAN008489,CUST03002,Additional Loan,445228,36,0.1,2022-09-13,11
LOAN008490,CUST03643,Avocado Loan,875788,37,0.11,2023-02-03,10
LOAN008491,CUST03318,Additional Loan,322689,28,0.1,2020-01-06,10
LOAN008492,CUST01520,Special Advance,28043,12,0.06,2022-06-30,1
LOAN008493,CUST03030,Salary Advance,16629,9,0.05,2020-08-24,3
LOAN008494,CUST04772,Special Advance,20257,4,0.06,2019-07-28,2
LOAN008495,CUST03179,Seasonal Advance,374092,20,0.08,2022-05-17,9
LOAN008496,CUST02073,Special Advance,75746,10,0.06,2019-09-30,1
LOAN008497,CUST04520,Special Advance,33711,8,0.06,2024-02-17,3
LOAN008498,CUST03453,Boda Boda Loan,830467,27,0.12,2024-01-15,8
LOAN008499,CUST03844,Additional Loan,236864,21,0.1,2022-03-23,14
LOAN008500,CUST03047,Jipange Loan,476882,16,0.08,2022-09-11,8
LOAN008501,CUST02731,Salary Advance,18200,12,0.05,2021-10-23,2
LOAN008502,CUST01179,Avocado Loan,589573,32,0.11,2020-05-06,12
LOAN008503,CUST00489,Maziwa Loan,290018,14,0.09,2020-11-07,7
LOAN008504,CUST03537,Avocado Loan,118308,48,0.11,2022-10-15,11
LOAN008505,CUST00109,Avocado Loan,551954,52,0.11,2024-01-29,10
LOAN008506,CUST03494,Maziwa Loan,474809,29,0.09,2021-12-05,11
LOAN008507,CUST03520,Seasonal Advance,433876,7,0.08,2019-12-13,7
LOAN008508,CUST03217,Maziwa Loan,124893,20,0.09,2021-04-08,8
LOAN008509,CUST00853,Jipange Loan,472189,9,0.08,2023-08-14,10
LOAN008510,CUST02383,Normal Loan,457350,52,0.1,2019-09-09,12
LOAN008511,CUST03696,Additional Loan,380115,10,0.1,2024-05-09,7
LOAN008512,CUST04725,Normal Loan,597299,26,0.1,2020-09-15,7
LOAN008513,CUST03847,Green Energy Loan,396989,30,0.07,2023-09-22,13
LOAN008514,CUST04544,Green Energy Loan,196086,6,0.07,2023-07-25,12
LOAN008515,CUST04213,Seasonal Advance,97832,18,0.08,2024-08-01,1
LOAN008516,CUST01005,Avocado Loan,93820,42,0.11,2022-07-24,1
LOAN008517,CUST00488,Green Energy Loan,435254,18,0.07,2019-04-27,11
LOAN008518,CUST03222,Boda Boda Loan,133399,51,0.12,2021-11-19,7
LOAN008519,CUST02666,Emergency Loan,28756,10,0.09,2019-03-15,1
LOAN008520,CUST04277,Salary Advance,31458,5,0.05,2021-03-17,2
LOAN008521,CUST01292,Seasonal Advance,97622,11,0.08,2022-07-10,3
LOAN008522,CUST03528,Boda Boda Loan,491789,50,0.12,2024-11-21,13
LOAN008523,CUST03176,Normal Loan,176391,43,0.1,2024-12-30,13
LOAN008524,CUST03453,Special Advance,94681,7,0.06,2019-07-26,2
LOAN008525,CUST04886,Jipange Loan,96321,8,0.08,2024-03-21,1
LOAN008526,CUST02607,Seasonal Advance,107300,24,0.08,2019-12-28,13
LOAN008527,CUST01984,Additional Loan,104249,9,0.1,2023-12-03,14
LOAN008528,CUST01580,Salary Advance,96515,6,0.05,2021-12-12,1
LOAN008529,CUST01040,Salary Advance,85148,4,0.05,2021-10-03,3
LOAN008530,CUST02082,Emergency Loan,10463,5,0.09,2022-04-11,2
LOAN008531,CUST04014,Emergency Loan,15549,5,0.09,2020-10-18,3
LOAN008532,CUST02768,Green Energy Loan,44208,14,0.07,2023-12-17,3
LOAN008533,CUST00974,Special Advance,91422,11,0.06,2021-03-05,1
LOAN008534,CUST00966,Emergency Loan,13067,10,0.09,2022-07-23,1
LOAN008535,CUST02615,Normal Loan,275387,26,0.1,2020-12-25,13
LOAN008536,CUST04984,Maziwa Loan,394679,22,0.09,2023-05-10,8
LOAN008537,CUST01789,Seasonal Advance,109438,9,0.08,2019-04-19,10
LOAN008538,CUST02122,Normal Loan,354800,41,0.1,2022-04-03,10
